index,sentence
5975,"Und, meine Damen und Herren, das alles rendern wir in Echtzeit!"
5976,Unerhörte Gebete bleiben hoffentlich unerhört.
5977,Unermüdlich tätigen sie einen Handgriff nach dem anderen.
5978,"Unfälle passieren nicht einfach so, sie haben Ursachen."
5979,Ungeduldig zerrte er an meinem Ärmel.
5980,"Ungesättigte Fettsäuren sind gesünder, werden aber schneller ranzig."
5981,"Unglaublich, dass Vergewaltigung in der Ehe erst seit den Neunzigern strafbar ist."
5982,"Unglaublich, wie viele Millionen Klicks man mit Schminktipps generieren kann!"
5983,Uns betrifft das jedoch nicht.
5984,"Uns bleibt nur eine kurze Zeit, dann sind sie zur Gewalt bereit."
5985,Uns fehlen genaue Informationen zur Sachlage.
5986,Uns ist das Streugut ausgegangen.
5987,Uns läuft die Zeit davon.
5988,Unser Floß kann bis zu acht Erwachsene tragen.
5989,"Unser Kater hatte keinen Hunger, sondern wollte nur mit der Maus spielen."
5990,Unser Kirschbaum ist von Parasiten befallen.
5991,"Unser Mathe-Lehrer kann die tollsten Beweise führen, aber nicht bis zehn zählen."
5992,Unser Planet ist geologisch aktiv.
5993,Unser Wagen ist dann wohl Schrott.
5994,Unser Ziel ist nicht weniger als die Ausrottung des Virus.
5995,Unser heutiges Tastaturlayout hat seinen Ursprung in der Ära der mechanischen Schreibmaschinen.
5996,Unsere Ausstellung ist weltweit einzigartig.
5997,"Unsere Haut ist verschieden, doch unser Blut ist rot und unsere Lungen sind schwarz."
5998,Unsere Hotline kostet zwölf Cent pro Minute aus dem deutschen Festnetz.
5999,Unsere Hündin hat letzte Woche Welpen geworfen.
6000,Unsere Kinder glauben noch ans Christkind.
6001,Unsere Schraubenschlüssel sind unverwüstlich.
6002,Unsere Sonne wird noch einige Milliarden Jahre weiterscheinen.
6003,Unsere Tiefkühltruhe hat die Energieeffizienzklasse A-plus-plus-plus.
6004,"Unsere derzeitige Verspätung beträgt fünf Minuten, es werden aber alle Anschlusszüge erreicht."
6005,"Unsere wirtschaftliche Situation ist derzeit wirklich schwierig, wissen Sie."
6006,Unsicher und mit der Schultüte in der Hand betraten die Erstklässler das Klassenzimmer.
6007,Unten im Computerladen reinigen sie die Mainboards immer mit Druckluft.
6008,Unter dem Holzstapel versteckte sich ein Igel zum Überwintern.
6009,Unter dem Motto: Rauchen gegen Rassismus.
6010,"Unter den rigorosen Maßnahmen waren sicher auch einige, die gegen die Genfer Konvention verstoßen."
6011,Unter den zerkratzten Tischen kleben unfassbar viele Kaugummis.
6012,"Unter der Bettdecke war es so schön warm und kuschelig, dass es Tobias schwer fiel aufzustehen."
6013,Unter der Nummer einhundertsechzehn einhundertsiebzehn erreicht man den kassenärztlichen Bereitschaftsdienst.
6014,"Unterbrich mich nicht, wenn ich dir ins Wort falle!"
6015,Unterlass das.
6016,"Unterlassen Sie bitte diese spitzfindigen Bemerkungen, die nichts zum Thema beitragen."
6017,Untersteh dich!
6018,Uran-zweihundertfünfunddreißig hat eine Halbwertszeit von über siebenhundert Millionen Jahren.
6019,Urdu ist in Pakistan und einigen indischen Bundesstaaten Amtssprache.
6020,"Ursprünglich aus Mangel an Konkurrenz eingestellt, hat sich Lydia als wahre Perle herausgestellt."
6021,"Ursula will noch weiter klönen, aber Wiebke hat keine Zeit mehr."
6022,"Uschi schwatzte noch ein wenig mit Margret, die sie auf dem Weg getroffen hatte."
6023,Ute konnte Entwarnung geben.
6024,Uwe holt die Fliegenklatsche.
6025,Vaduz ist die Hauptstadt von Liechtenstein.
6026,Valentin hat das Handtuch geworfen.
6027,Valerie wohnt in einem alten Plattenbau aus DDR-Zeiten.
6028,Valletta ist die Hauptstadt von Malta.
6029,"Vanessa findet, dass der Debatte nicht genügend Wichtigkeit beigemessen wird."
6030,Vanessa ist noch nicht hundertprozentig fit.
6031,Vatikanstadt ist die Hauptstadt vom Vatikan.
6032,Vegetarier futtern den armen Tieren ihre Nahrung weg!
6033,Ventilator einschalten.
6034,"Verena ist erstaunt, dass in dieser heterogenen Gruppe alle so gut miteinander auskamen."
6035,Verflixt und zugenäht
6036,Verflixt und zugenäht!
6037,Verfügt das Fahrzeug über eine Wegfahrsperre?
6038,"Vergessen Sie es, ich bin nicht bestechlich."
6039,Verkauft der Automat auch Fahrkarten nach Hannover?
6040,Verkauft der Automat auch Fahrkarten nach Mülheim an der Ruhr?
6041,Vermutlich ist die Zylinderkopfdichtung undicht.
6042,"Veronika erwartet vom Verein, dass er sich ganz klar distanziert."
6043,Verschlafen blinzelte sie.
6044,Verschlafen rieb er sich die Augen.
6045,Versprechen kann man sich ja mal.
6046,Verstanden!
6047,Versuche ja nicht zu fliehen!
6048,"Versuchen Sie nicht, sich einen vierdimensionalen Hyperwürfel räumlich vorzustellen."
6049,"Versuchen Sie, einen Tag lang auf Anglizismen zu verzichten, schlug Cornelia vor."
6050,Vertrag kommt von vertragen.
6051,Vertragt euch und macht keinen Quatsch.
6052,"Vertrauen ist gut, Kontrolle ist besser."
6053,Verzeihen Sie die Unannehmlichkeiten.
6054,Verzeiht mir meine Obszönitäten.
6055,Verzichten muss sie trotzdem nicht.
6056,Verächtlich blickte ich den Jäger an.
6057,Verärgert nahm Heidi dem Mann die edle Flasche aus der Hand.
6058,Via Rechtsklick öffnen Sie das Kontextmenü.
6059,Vibrationsmotoren sind in der Regel ganz normale Motoren mit Unwucht.
6060,Victoria ist die Hauptstadt der Seychellen.
6061,Viel Blut wird nicht etwa für Transfusionen benötigt.
6062,Viel Glück dabei!
6063,Viele Dinge kann man sich auch selbst erschließen.
6064,Viele Forschungsgelder fließen derzeit in den Bereich der Leistungselektronik.
6065,Viele Früchte werden unreif geerntet und reifen während des Transportes nach.
6066,Viele Kliniken haben mit multiresistenten Keimen zu kämpfen.
6067,Viele Kommunen in NRW sind hochverschuldet.
6068,Viele Kosmetika enthalten Mikroplastik.
6069,"Viele Leute wissen einfach nicht, wie man eine Rettungsgasse bildet."
6070,Viele Staatsgrenzen in Afrika und den Vereinigten Staaten sind wie mit dem Lineal gezogen.
6071,"Viele Touristen müssen gestehen, dass sie mit dem Ticketsystem überfordert sind."
6072,Viele Wege führen nach Rom.
6073,Viele Wissenschaftler haben sich hieran schon die Zähne ausgebissen.
6074,Viele der alten Gebäude existieren noch heute.
6075,Viele haben die empfohlene Dosis bereits mit dem Brotaufstrich beim Frühstück zu sich genommen.
6076,Viele klagen danach über Gewichtszunahme.
6077,Viele plattformspezifische Apps ließen sich auch ganz einfach als portable Webanwendung realisieren.
6078,"Viele scheinbar unabhängige Quellen, berichten teilweise sogar im gleichen Wortlaut."
6079,Vielen Dank für Ihre Aufmerksamkeit!
6080,Vielen Dank für Ihre Stimme.
6081,"Vielen Dank für all die gemeinnützige Arbeit, Frau Schulz!"
6082,Vielen Dank für deine Meinung.
6083,Vielerorts gibt es mehr Sonne als hier.
6084,Vielleicht hatte er Insiderinformationen.
6085,"Vielleicht ist dies wichtiger, als wir denken."
6086,Vielleicht ist es der größte Mythos der Menschheitsgeschichte.
6087,Vielleicht ist es in die Ritze gerutscht.
6088,Vielleicht ja beim nächsten Softwareupdate.
6089,"Vielleicht kann Hannelore euch beraten, schlug Marius vor."
6090,Vielleicht kann er euch ja zur Hand gehen.
6091,Vielleicht wäre es aber auch der zehnte.
6092,Vielleicht wäre es für alle das Beste.
6093,Vientiane ist die Hauptstadt von Laos.
6094,Vier Jahre lange saß ich unschuldig im Knast.
6095,"Vier-K-Displays sind genauer als meine Augen, stellt Christian fest."
6096,Viktor will sich das Gelaber nicht länger anhören.
6097,"Viktor, kennst du Abgeordnetenwatch?"
6098,Viktoria und die anderen haben sich köstlich amüsiert.
6099,Vilnius ist die Hauptstadt von Litauen.
6100,Vincent ist auch so ein Zocker.
6101,Violett ist das kurzwelligste noch sichtbare Licht.
6102,Vitamine lassen sich billig synthetisieren.
6103,Vivien blies die Backen auf.
6104,"Vivien verstand immer noch nicht, worauf Ulla hinaus wollte, und machte ein fragendes Gesicht."
6105,Volker hat am vierzehnten März Geburtstag.
6106,Voll auf die zwölf!
6107,Volltreffer
6108,Volltreffer!
6109,Vom Drängeln geht es auch nicht schneller.
6110,Vom Turm aus kann man das gesamte Schwimmbecken überblicken.
6111,Vom Wind wird die Brücke zum Schwingen angeregt.
6112,Vom anfänglichen Glanz ist nicht mehr viel übrig.
6113,Vom nächtlichen Sturm lagen überall Äste auf den Wegen.
6114,Von Flensburg bis nach Delmenhorst ist es eine lange Strecke 
6115,Von Kreuzvalidierung hatte Brigitte vorher noch nie gehört.
6116,Von Oktober bis Ostern sollte ein Auto mit Winterreifen ausgerüstet sein.
6117,Von Salzburg ist es doch nicht weit bis zum Chiemsee.
6118,Von Sandro und Johann hörte man nur pubertäres Gekicher.
6119,Von Weimar bis nach Neustadt an der Weinstraße ist es eine lange Strecke 
6120,Von achtzehn-hundert-fünfundsechzig bis achtzehn-hundert-einundsiebzig war Florenz die Hauptstadt von Italien.
6121,Von achtzehnhundertfünfundsechzig bis achtzehnhunderteinundsiebzig war Florenz die Hauptstadt von Italien.
6122,Von all dem Gequassel hatte Tamara Kopfschmerzen bekommen.
6123,Von allen Schlafphasen ist er dem Wachzustand am ähnlichsten.
6124,Von außen angeklebtes Styropor ist eine minderwertige Form der Gebäudedämmung.
6125,Von dem Schock muss ich mich erst mal erholen.
6126,Von dem Schock muss ich mich erstmal erholen.
6127,Von dem preisgekrönten Buch gibt es nun eine überarbeitete Fassung und eine Übersetzung.
6128,Von den Medien propagierten Schönheitsidealen nachzueifern macht unzufrieden.
6129,Von den vielen Krebsen hat der Kescher schon ganz viele Löcher bekommen.
6130,Von der Küstenstadt aus ritten sie weiter ins Landesinnere.
6131,Von der Playlist entfernen.
6132,Von der Playlist löschen.
6133,Von der Route entfernen.
6134,Von der Verfilmung würde ich allerdings nicht allzu viel erwarten.
6135,Von der Watt- bis zur Brandungsseite sind es mit dem Fahrrad nur etwa fünfzehn Minuten.
6136,Von diesem Aussichtspunkt kann man das gesamte Tal überblicken.
6137,Von dieser Abteilung habe ich noch nie gehört.
6138,Von dort führen die Leitungen zum Umrichter.
6139,Von freiwillig kann nicht die Rede sein.
6140,Von mir aus auch das.
6141,Von mir aus spricht nichts dagegen.
6142,Von neunzehn-hundert-siebundvierzig bis neunzehn-hundert-neunundfünfzig war Karatschi die Hauptstadt von Pakistan.
6143,Von neunzehn-hundert-zweiundzwanzig bis neunzehn-hundert-vierzig war Kaunas die Hauptstadt von Litauen.
6144,Von neunzehnhundertsiebenundvierzig bis neunzehnhundertneunundfünfzig war Karatschi die Hauptstadt von Pakistan.
6145,Von neunzehnhundertzweiundzwanzig bis neunzehnhundertvierzig war Kaunas die Hauptstadt von Litauen.
6146,Von schlechtem Licht bekommt man schlechte Augen.
6147,Von siebzehn-hundert-zwölf bis neunzehn-hundert-achtzenh war Sankt Petersburg die Hauptstadt des Russischen Reichs.
6148,Von siebzehnhundertzwölf bis neunzehnhundertachtzehn war Sankt Petersburg die Hauptstadt des Russischen Reichs.
6149,Von so einem Dreikäsehoch lasse ich mir nichts sagen.
6150,Von unten ist die Karosserie komplett verrostet.
6151,Von zweiundzwanzig bis sieben Uhr herrscht Nachtruhe.
6152,Vor Inbetriebnahme muss die Zapfsäule geeicht werden.
6153,Vor allem lassen sie sich besser kühlen.
6154,Vor dem Einschlafen setzt sie stets ihre Zahnspange ein.
6155,Vor dem Kindergarten steht eine alte Kastanie.
6156,Vor dem Rathaus hat es derweil Tumulte gegeben.
6157,Vor dem Öffnen einmal kräftig schütteln!
6158,Vor den Sitzreihen stand ein Pult aus massiver Buche.
6159,Vor der Prüfung sollte man keine streitigen Diskussionen mit dem Prüfer beginnen.
6160,Vor der Wiedervereinigung des Landes war Saigon die Hauptstadt von Südvietnam.
6161,Vor dir habe ich keine Angst.
6162,Vor einer Darmspiegelung muss man Abführmittel zu sich nehmen.
6163,"Vor fünf Minuten haben wir die Schallmauer durchbrochen, jetzt nähern wir uns Mach zwei."
6164,Vor ihnen liegt eine Durststrecke.
6165,Vor tausend Jahren war dies das Zentrum einer uralten Zivilisation.
6166,Vorfreude ist die schönste Freude.
6167,Vorgestern waren wir in der Oper.
6168,Vorher muss ich noch ganz schnell was erledigen.
6169,Vorher muss noch ein Vertrag ausgehandelt werden.
6170,"Vorlesen, bitte."
6171,"Vormittags ist richtig, aber nicht am Dienstag, sondern am Donnerstag."
6172,Vorne ragt eine Galionsfigur empor.
6173,Vorsicht ist die Mutter der Porzellankiste.
6174,"Vorsicht, hier gibt es Sporen."
6175,Vorsichtig tupft er es mit Watte ab.
6176,Vorsichtig waten sie durch den Sumpf.
6177,"Vorsichtig, es ist eine flinke Sicherung."
6178,"Vorwärts, aber zack zack"
6179,"Vorwärts, aber zack zack!"
6180,Vulkanausbrüche können den Flugverkehr lahmlegen.
6181,Wackelpudding schwabbelt immer so.
6182,"Wacken versank dieses Jahr im Schlamm, aber für manche gehört das bereits dazu."
6183,Wagen starten.
6184,Wagen vorheizen.
6185,Waghalsig stürzte der Surfer sich in die Wellen.
6186,"Wahnsinn, diese Beschleunigung!"
6187,Wahrscheinlich habe ich mich nur zu dämlich angestellt.
6188,Wahrscheinlich handelt es sich um Quantisierungsrauschen.
6189,Wahrscheinlich ist der Anlasser kaputt.
6190,"Wahrscheinlich ist es Kalkül, dass die meisten die Quittung gar nicht lesen."
6191,Wahrscheinlich noch ein Überbleibsel aus dem Ersten Weltkrieg.
6192,Wahrscheinlich wäre es eher unverständliches Gebrabbel.
6193,Waldemar zog den Stöpsel.
6194,Wann geht heute die Sonne in Oberhausen unter?
6195,Wann geht heute die Sonne in Wolfsburg unter?
6196,Wann haben Sie sich an der Universität eingeschrieben?
6197,Wann ist Sonnenaufgang in Fürth?
6198,Wann ist Sonnenaufgang in Potsdam?
6199,Wann ist der nächste Raketenstart?
6200,Wann ist die nächste Nacht mit Vollmond?
6201,Wann kommt das Baugerüst endlich weg?
6202,Wann kommt sie endlich online?
6203,"Wann lernt Doris endlich, solche Dinge selbst in die Hand zu nehmen?"
6204,Wann musst du wieder nach Erfurt fahren?
6205,Wann musst du wieder nach Ingolstadt fahren?
6206,"Wann sagt endlich einer den Hummeln, dass sie nach den Gesetzen der Aerodynamik nicht fliegen können?"
6207,Wann war der letzte Stromausfall?
6208,Wann war der letzte Ölwechsel?
6209,"Wann werden wir aufhören, die Bevölkerung in Ossis und Wessis zu unterteilen?"
6210,Wann werden wir endlich Spinnenfäden in großem Stil synthetisieren können?
6211,Wann wird er endlich erwachsen.
6212,Wann wird er endlich erwachsen?
6213,Wann wollte Natalie kommen?
6214,Wann wurden die Nomaden sesshaft?
6215,War die Integration erfolgreich?
6216,"War ja klar, dass einer es verhunzen wird."
6217,Waren Sie schon bei der Polizei?
6218,Warschau ist die Hauptstadt von Polen.
6219,Warst du letzte Woche nicht schon in Münster?
6220,Warst du letzte Woche nicht schon in Rostock?
6221,Warst du schon einmal in Thailand?
6222,Warst du schon mal in Gelsenkirchen?
6223,Warst du schon mal in Herne?
6224,Wart ihr auch immer alle schön brav?
6225,"Warte mal, ich glaube mein Akku ist fast leer."
6226,"Warte nur ab, versucht Herr Eduard abzuwiegeln."
6227,"Warten Sie, ich gebe Ihnen noch eine Visitenkarte von mir."
6228,"Wartet Kinder, erst die anderen hinauskommen lassen!"
6229,"Wartet auf uns!, brüllte Christoph aus voller Kehle."
6230,"Wartet, Jungs"
6231,"Wartet, Jungs!"
6232,Warum also sagen Sie DER Mercedes?
6233,Warum brennen die Birnen immer beim Einschalten durch?
6234,"Warum einfach, wenn es auch kompliziert geht?"
6235,Warum gehen mir immer alle Typen fremd?
6236,Warum gehorcht der Bursche nie?
6237,Warum habt ihr das nicht gleich gesagt?
6238,Warum hat dein PC keine RJ-fünfundvierzig-Buchse?
6239,Warum hängen die Fahnen auf Halbmast?
6240,Warum ist Melinda heute bloß so wortkarg?
6241,Warum ist die Festplatte denn schon wieder voll?
6242,Warum kauft man überhaupt stilles Wasser in Flaschen?
6243,Warum mussten die Dinosaurier aussterben?
6244,Warum sind Eier oval und nicht kugelförmig?
6245,Warum sind diese Leute so obrigkeitshörig?
6246,Warum steht das Telefon nicht in seiner Ladestation?
6247,"Warum steht ihr hier herum, es gibt genug zu tun."
6248,Warum weinst du?
6249,Warum werden da keine strafrechtlichen Konsequenzen gezogen?
6250,Warum wird Kerosin nicht wie normales Benzin besteuert?
6251,Warum wird hier mit zweierlei Maß gemessen?
6252,Warum wollen eigentlich alle ausländischen Touristen nach Heidelberg?
6253,"Was Sie gesunden Menschenverstand nennen, ist in Wirklichkeit das Nichterfassen komplexer Zusammenhänge."
6254,"Was aber, wenn die Verteilung multimodal ist?"
6255,Was bedeutet das für EU-Bürger?
6256,"Was bedeutet es, wenn die Linie gestrichelt ist?"
6257,Was bitteschön befähigt ihren Gatten zu diesem Amt?
6258,"Was davon ist Verhandlungssache, was nicht?"
6259,"Was diesen Aspekt betrifft, solltest du deinen Ansatz noch mal überdenken."
6260,"Was diesen Aspekt betrifft, solltest du deinen Ansatz nochmal überdenken."
6261,Was du da tust ist alles andere als sinnvoll.
6262,"Was du heute kannst besorgen, das verschiebe nicht auf morgen."
6263,"Was er zum Schluss gesagt hat, hat sie tief berührt."
6264,Was ergibt die Integration von minus unendlich bis plus unendlich?
6265,Was erwartest du?
6266,Was findet sie an dem Kerl so toll?
6267,Was fällt dir noch ein?
6268,"Was für ein Angeber, dachte Horst im Stillen."
6269,Was für ein Drama!
6270,Was für ein Einsatz!
6271,"Was für ein Kaiserwetter!, schwärmte der Österreicher."
6272,"Was für ein Kaiserwetter, schwärmte der Österreicher."
6273,Was für ein Vollpfosten.
6274,Was für ein tragisches Schicksal.
6275,Was für eine Frechheit!
6276,Was für eine hässliche Lampe
6277,Was für eine hässliche Lampe!
6278,Was für eine schlecht erzogene Göre.
6279,Was gefällt euch besser: Der Kölner Dom oder der Berner Münster?
6280,Was geht ab?
6281,Was geht denn bei euch ab?
6282,Was geht hier vor?
6283,Was genau ist eigentlich eine Emotion?
